12.55 -70.1
34.51667 69.2
-8.833333 13.25
18.21667 -63.06667
41.33333 19.81667
42.5 1.5
12.1 -68.93333
24.46667 54.41667
-34.66667 -58.5
40.18333 44.5
-66.66666 -140
17.13333 -61.83333
-33.88334 151.1667
-35.3 149.133
48.21667 16.36667
40.36666 49.88334
-3.366667 29.31667
50.83333 4.35
6.4 2.517
6.5 2.783333
12.33333 -1.666667
23.7 90.36667
42.66667 23.3
26.2 50.63334
25.08333 -77.33334
43.86666 18.43333
53.85 27.5
17.21667 -88.8
32.3 -64.8
-16.5 -68.16666
-19.083 -65.25
-23.53 -46.63
-15.78 -47.91
13.1 -59.61666
4.933333 114.9667
27.53333 89.75
-24.75 25.91667
4.383333 18.61667
43.65 -79.38
45.42 -75.71
-12.5 96.83334
46.95 7.433333
-33.5 -70.66666
39.91667 116.4333
6.82 -5.28
5.316667 -4.016667
3.85 11.51667
-4.233333 15.23333
-21.2 -159.7667
4.633333 -75.06667
-11.66667 43.26667
14.91667 -23.5
9.983334 -84.06667
23.11667 -82.41666
-10.41667 105.7167
19.3 -81.38333
35.15 33.35
50.1 14.43333
52.533 13.417
51.467 6.983
11.6 43.15
15.3 -61.38334
55.66667 12.58333
18.5 -69.78333
36.83333 3
-0.2333333 -78.5
30.05 31.25
15.33333 38.88334
27.16667 -13.18333
40.41667 -3.716667
59.41667 24.75
9.05 38.83333
60.13334 25
-18.13333 178.4167
-51.7 -57.85
48.86666 2.333333
62.01667 -6.766667
6.916667 158.25
0.3833333 9.416667
51.5 -0.1666667
41.71667 44.81667
5.55 -0.25
36.13334 -5.35
9.516666 -15.71667
16 -61.73333
13.46667 -16.65
11.86667 -15.65
3.75 8.8
38 23.73333
12.06667 -61.73333
64.18333 -51.73333
14.63333 -90.51667
4.933333 -52.33333
6.766667 -58.16667
22.26667 114.15
14.08333 -87.23333
45.8 15.96667
18.55 -72.33334
47.5 19.05
-6.133333 106.75
28.61667 77.21667
53.33333 -6.25
35.66667 51.43333
33.33333 44.43333
64.15 -21.96667
32.08333 34.76667
41.88334 12.5
17.96667 -76.8
31.95 35.93333
35.66667 139.75
51.17 71.47
43.25 76.95
-1.283333 36.83333
42.9 74.6
11.58333 104.9167
1.383333 173.15
17.28333 -62.71667
37.5 127
29.33333 48
17.98333 102.6333
33.86666 35.5
6.333333 -10.76667
32.73333 13.11667
14.01667 -60.98333
6.916667 79.86667
-29.31667 27.48333
54.68333 25.31667
49.6 6.15
56.95 24.1
22.27 113.56
34.03333 -6.85
47 28.83333
-18.86667 47.5
4.166667 73.46667
19.41667 -99.16666
7.15 171.2
42 21.46667
12.66667 -7.983333
35.9 14.53333
16.78333 96.16666
47.9 106.8667
15.2 145.75
-25.96667 32.58333
18.15 -15.96667
16.7 -62.21667
14.6 -61.08333
-20.16667 57.5
-13.96667 33.81667
3.133333 101.7
-22.56667 17.1
-22.26667 166.45
13.53333 2.083333
-29.05 167.9667
6.45 3.466667
9.18 7.17
12.1 -86.3
-19.01667 -169.9167
52.35 4.9
59.91667 10.75
27.7 85.31667
-0.5333334 166.9167
-44.28333 174.7833
23.61667 58.63334
33.66667 73.13333
31.53 34.44
8.95 -79.5
-25.06667 -130.0833
-12.1 -77.05
14.61667 120.9667
7.333333 134.4833
-9.5 147.1167
52.25 21
18.44 -66.13
39 125.7833
38.73333 -9.133333
-25.25 -57.66667
-17.53333 -149.5667
25.25 51.53333
-20.86667 55.46667
44.41667 26.11667
55.75 37.7
-1.933333 30.06667
24.65 46.76667
15.55 32.53333
14.63333 -17.45
1.283333 103.85
-15.91667 -5.7
-9.466666 159.95
8.5 -13.28333
13.66667 -89.16666
43.95 12.49
2.033333 45.35
46.66667 -56.16667
0.2 6.716667
5.866667 -55.23333
48.16667 17.16667
46.06667 14.5
59.33333 18.08333
-26.33333 31.13333
-4.633333 55.46667
33.5 36.31667
21.46667 -71.13333
12.16667 14.98333
6.166667 1.35
13.73333 100.5
38.63334 68.85
-9 -172
37.95 58.38334
-8.57 125.58
-21.15 -175.2333
10.63333 -61.51667
36.83333 10.21667
41.03333 28.95
39.93 32.85
-8.5 179.2
25.08333 121.5333
-6.85 39.3
-6.17 35.74
0.3333333 32.58333
50.41667 30.5
-34.91667 -56.16667
40.75 -74
38.867 -77
41.26667 69.21667
13.2 -61.23333
10.58333 -66.93333
18.45 -64.61667
21.01667 105.8667
-17.75 168.3
-13.3 -176.2
-13.8 171.75
15.4 44.23333
44.83333 20.5
-25.73 28.22
-33.93333 18.46667
-4.3 15.3
-15.46667 28.26667
-17.83333 31.05
